,species,possible_values
197,Chimpanzee,0.3004205624438347
198,Chimpanzee,0.28176257650522524
199,Chimpanzee,0.262937445214029
200,Chimpanzee,0.24396053998164566
201,Chimpanzee,0.2243188322068304
202,Chimpanzee,0.203434240520977
203,Chimpanzee,0.1811941452325337
204,Chimpanzee,0.15861905011896402
205,Chimpanzee,0.13635087847901536
206,Chimpanzee,0.11564602682766645
207,Chimpanzee,0.09734299834258602
208,Chimpanzee,0.3156162844835194
209,Chimpanzee,0.29608672202146524
210,Chimpanzee,0.2770783581913693
211,Chimpanzee,0.25822740249877946
212,Chimpanzee,0.239541266072931
213,Chimpanzee,0.22121903557353229
214,Chimpanzee,0.20291269132227746
215,Chimpanzee,0.18439458706132478
216,Chimpanzee,0.16564508826586838
217,Chimpanzee,0.14724589560272588
218,Chimpanzee,0.1295613816346624
219,Chimpanzee,0.11328986493377653
220,Chimpanzee,0.09889734840722426
221,Chimpanzee,0.3145747808154572
222,Chimpanzee,0.2944085346778212
223,Chimpanzee,0.27470210658079675
224,Chimpanzee,0.25526029686289375
225,Chimpanzee,0.2360606455320895
226,Chimpanzee,0.2171766702889847
227,Chimpanzee,0.1984017440166983
228,Chimpanzee,0.1795030119117936
229,Chimpanzee,0.16045255372630876
230,Chimpanzee,0.14181713618435052
231,Chimpanzee,0.12395221565176895
232,Chimpanzee,0.10754336861868287
233,Chimpanzee,0.09304810870930194
234,Chimpanzee,0.3145747808154572
235,Chimpanzee,0.2944085346778212
236,Chimpanzee,0.27470210658079675
237,Chimpanzee,0.25526029686289375
238,Chimpanzee,0.2360606455320895
239,Chimpanzee,0.2171766702889847
240,Chimpanzee,0.1984017440166983
241,Chimpanzee,0.1795030119117936
242,Chimpanzee,0.16045255372630876
243,Chimpanzee,0.14181713618435052
244,Chimpanzee,0.12395221565176895
245,Chimpanzee,0.10754336861868287
246,Chimpanzee,0.09304810870930194
247,Chimpanzee,0.33555959875664904
248,Chimpanzee,0.3156440269766419
249,Chimpanzee,0.29593896277990067
250,Chimpanzee,0.27627657552339424
251,Chimpanzee,0.256688568195627
252,Chimpanzee,0.23729993030203594
253,Chimpanzee,0.217935735568693
254,Chimpanzee,0.1983913422583576
255,Chimpanzee,0.17865265582348241
256,Chimpanzee,0.15931246937785376
257,Chimpanzee,0.14074168032225814
258,Chimpanzee,0.12364686128703913
259,Chimpanzee,0.1084995098095684
260,Chimpanzee,0.33555959875664904
261,Chimpanzee,0.3156440269766419
262,Chimpanzee,0.29593896277990067
263,Chimpanzee,0.27627657552339424
264,Chimpanzee,0.256688568195627
265,Chimpanzee,0.23729993030203594
266,Chimpanzee,0.217935735568693
267,Chimpanzee,0.1983913422583576
268,Chimpanzee,0.17865265582348241
269,Chimpanzee,0.15931246937785376
270,Chimpanzee,0.14074168032225814
271,Chimpanzee,0.12364686128703913
272,Chimpanzee,0.1084995098095684
273,Chimpanzee,0.3381783932862131
274,Chimpanzee,0.31907595465305105
275,Chimpanzee,0.3004205825836145
276,Chimpanzee,0.281762600090263
277,Chimpanzee,0.26293747272160173
278,Chimpanzee,0.243960572026821
279,Chimpanzee,0.22431886949161378
280,Chimpanzee,0.20343428382311868
281,Chimpanzee,0.1811941953649256
282,Chimpanzee,0.15861910794682063
283,Chimpanzee,0.1363509448967904
284,Chimpanzee,0.11564610274986215
285,Chimpanzee,0.09734308469688435
286,Chimpanzee,0.3381783932862131
287,Chimpanzee,0.31907595465305105
288,Chimpanzee,0.3004205825836145
289,Chimpanzee,0.281762600090263
290,Chimpanzee,0.26293747272160173
291,Chimpanzee,0.243960572026821
292,Chimpanzee,0.22431886949161378
293,Chimpanzee,0.20343428382311868
294,Chimpanzee,0.1811941953649256
295,Chimpanzee,0.15861910794682063
296,Chimpanzee,0.1363509448967904
297,Chimpanzee,0.11564610274986215
298,Chimpanzee,0.09734308469688435
299,Chimpanzee,0.3156162982694118
300,Chimpanzee,0.296086738867529
301,Chimpanzee,0.27707837838285165
302,Chimpanzee,0.2582274264071305
303,Chimpanzee,0.2395412942379144
304,Chimpanzee,0.2212190686967087
305,Chimpanzee,0.2029127302023046
306,Chimpanzee,0.18439463254589694
307,Chimpanzee,0.16564514122420637
308,Chimpanzee,0.14724595693733872
309,Chimpanzee,0.1295614522669285
310,Chimpanzee,0.11328994580089057
311,Chimpanzee,0.09889744045684747
312,Chimpanzee,0.31457479455932214
313,Chimpanzee,0.2944085519098735
314,Chimpanzee,0.2747021276349569
315,Chimpanzee,0.25526032212692445
316,Chimpanzee,0.2360606754989627
317,Chimpanzee,0.21717670555376217
318,Chimpanzee,0.19840178524063154
319,Chimpanzee,0.17950305981640258
320,Chimpanzee,0.16045260906173373
321,Chimpanzee,0.14181719974675397
322,Chimpanzee,0.12395228826390123
323,Chimpanzee,0.10754345113073419
324,Chimpanzee,0.09304820198958476
325,Chimpanzee,0.31457479455932214
326,Chimpanzee,0.2944085519098735
327,Chimpanzee,0.2747021276349569
328,Chimpanzee,0.25526032212692445
329,Chimpanzee,0.2360606754989627
330,Chimpanzee,0.21717670555376217
331,Chimpanzee,0.19840178524063154
332,Chimpanzee,0.17950305981640258
333,Chimpanzee,0.16045260906173373
334,Chimpanzee,0.14181719974675397
335,Chimpanzee,0.12395228826390123
336,Chimpanzee,0.10754345113073419
337,Chimpanzee,0.09304820198958476
338,Chimpanzee,0.33555962109553716
339,Chimpanzee,0.31564405331326745
340,Chimpanzee,0.2959389934069303
341,Chimpanzee,0.27627661080296795
342,Chimpanzee,0.2566886086257843
343,Chimpanzee,0.2372999765123632
344,Chimpanzee,0.2179357882735606
345,Chimpanzee,0.19839140224907428
346,Chimpanzee,0.17865272392792858
347,Chimpanzee,0.1593125464842887
348,Chimpanzee,0.14074176735382782
349,Chimpanzee,0.12364695920458546
350,Chimpanzee,0.1084996195988692
351,Chimpanzee,0.33555962109553716
352,Chimpanzee,0.31564405331326745
353,Chimpanzee,0.2959389934069303
354,Chimpanzee,0.27627661080296795
355,Chimpanzee,0.2566886086257843
356,Chimpanzee,0.2372999765123632
357,Chimpanzee,0.2179357882735606
358,Chimpanzee,0.19839140224907428
359,Chimpanzee,0.17865272392792858
360,Chimpanzee,0.1593125464842887
361,Chimpanzee,0.14074176735382782
362,Chimpanzee,0.12364695920458546
363,Chimpanzee,0.1084996195988692
364,Chimpanzee,0.33817842161677986
365,Chimpanzee,0.3190759886875341
366,Chimpanzee,0.30042062283913257
367,Chimpanzee,0.2817626472321652
368,Chimpanzee,0.26293752770393924
369,Chimpanzee,0.24396063607888407
370,Chimpanzee,0.22431894401666186
371,Chimpanzee,0.20343437037573422
372,Chimpanzee,0.1811942955698137
373,Chimpanzee,0.15861922353342503
374,Chimpanzee,0.13635107765305915
375,Chimpanzee,0.11564625450356987
376,Chimpanzee,0.09734325730235037
377,Chimpanzee,0.33817842161677986
378,Chimpanzee,0.3190759886875341
379,Chimpanzee,0.30042062283913257
380,Chimpanzee,0.2817626472321652
381,Chimpanzee,0.26293752770393924
382,Chimpanzee,0.24396063607888407
383,Chimpanzee,0.22431894401666186
384,Chimpanzee,0.20343437037573422
385,Chimpanzee,0.1811942955698137
386,Chimpanzee,0.15861922353342503
387,Chimpanzee,0.13635107765305915
388,Chimpanzee,0.11564625450356987
389,Chimpanzee,0.09734325730235037
390,Chimpanzee,0.3156163258248356
391,Chimpanzee,0.29608677253964566
392,Chimpanzee,0.27707841874182926
393,Chimpanzee,0.25822747419544534
394,Chimpanzee,0.23954135053443817
395,Chimpanzee,0.22121913490370396
396,Chimpanzee,0.20291280791622068
397,Chimpanzee,0.1843947234610768
398,Chimpanzee,0.1656452470780059
399,Chimpanzee,0.1472460795337463
400,Chimpanzee,0.12956159344760795
401,Chimpanzee,0.11329010743908285
402,Chimpanzee,0.0988976244468137
403,Chimpanzee,0.31457482203068476
404,Chimpanzee,0.2944085863534406
405,Chimpanzee,0.274702169718173
406,Chimpanzee,0.25526037262483015
407,Chimpanzee,0.2360607353969567
408,Chimpanzee,0.2171767760412112
409,Chimpanzee,0.19840186763931356
410,Chimpanzee,0.1795031555685239
411,Chimpanzee,0.16045271966652033
412,Chimpanzee,0.14181732679569253
413,Chimpanzee,0.1239524334015708
414,Chimpanzee,0.10754361605637634
415,Chimpanzee,0.09304838843886268
416,Chimpanzee,0.31457482203068476
417,Chimpanzee,0.2944085863534406
418,Chimpanzee,0.274702169718173
419,Chimpanzee,0.25526037262483015
420,Chimpanzee,0.2360607353969567
421,Chimpanzee,0.2171767760412112
422,Chimpanzee,0.19840186763931356
423,Chimpanzee,0.1795031555685239
424,Chimpanzee,0.16045271966652033
425,Chimpanzee,0.14181732679569253
426,Chimpanzee,0.1239524334015708
427,Chimpanzee,0.10754361605637634
428,Chimpanzee,0.09304838843886268
429,Chimpanzee,0.3355596657469245
430,Chimpanzee,0.31564410595546305
431,Chimpanzee,0.29593905462491
432,Chimpanzee,0.27627668132049454
433,Chimpanzee,0.25668868943839857
434,Chimpanzee,0.23730006887856644
435,Chimpanzee,0.21793589362115093
436,Chimpanzee,0.19839152215977937
437,Chimpanzee,0.17865286005651837
438,Chimpanzee,0.15931270060625324
439,Chimpanzee,0.1407419413143854
440,Chimpanzee,0.12364715492417487
441,Chimpanzee,0.10849983904801845
442,Chimpanzee,0.3355596657469245
443,Chimpanzee,0.31564410595546305
444,Chimpanzee,0.29593905462491
445,Chimpanzee,0.27627668132049454
446,Chimpanzee,0.25668868943839857
447,Chimpanzee,0.23730006887856644
448,Chimpanzee,0.21793589362115093
449,Chimpanzee,0.19839152215977937
450,Chimpanzee,0.17865286005651837
451,Chimpanzee,0.15931270060625324
452,Chimpanzee,0.1407419413143854
453,Chimpanzee,0.12364715492417487
454,Chimpanzee,0.10849983904801845
455,Chimpanzee,0.33817850647334097
456,Chimpanzee,0.31907609062864767
457,Chimpanzee,0.30042074341363145
458,Chimpanzee,0.28176278843290253
459,Chimpanzee,0.2629376923886246
460,Chimpanzee,0.24396082792946178
461,Chimpanzee,0.2243191672361867
462,Chimpanzee,0.20343462962049613
463,Chimpanzee,0.1811945957063661
464,Chimpanzee,0.15861956974178526
465,Chimpanzee,0.13635147528831845
466,Chimpanzee,0.11564670904053112
467,Chimpanzee,0.0973437742950413
468,Chimpanzee,0.33817850647334097
469,Chimpanzee,0.31907609062864767
470,Chimpanzee,0.30042074341363145
471,Chimpanzee,0.28176278843290253
472,Chimpanzee,0.2629376923886246
473,Chimpanzee,0.24396082792946178
474,Chimpanzee,0.2243191672361867
475,Chimpanzee,0.20343462962049613
476,Chimpanzee,0.1811945957063661
477,Chimpanzee,0.15861956974178526
478,Chimpanzee,0.13635147528831845
479,Chimpanzee,0.11564670904053112
480,Chimpanzee,0.0973437742950413
481,Chimpanzee,0.31561640836045046
482,Chimpanzee,0.29608687339632667
483,Chimpanzee,0.2770785396273313
484,Chimpanzee,0.2582276173337036
485,Chimpanzee,0.2395415191569927
486,Chimpanzee,0.22121933321068488
487,Chimpanzee,0.2029130406893627
488,Chimpanzee,0.1843949957753255
489,Chimpanzee,0.16564556413731651
490,Chimpanzee,0.14724644674144363
491,Chimpanzee,0.12956201631991068
492,Chimpanzee,0.1132905915869394
493,Chimpanzee,0.09889817554392329
494,Chimpanzee,0.3145749043138056
495,Chimpanzee,0.294408689519957
496,Chimpanzee,0.27470229576729005
497,Chimpanzee,0.25526052387785003
498,Chimpanzee,0.23606091480537283
499,Chimpanzee,0.21717698716765155
500,Chimpanzee,0.19840211444256836
501,Chimpanzee,0.17950344236842256
502,Chimpanzee,0.16045305095366177
503,Chimpanzee,0.14181770733686563
504,Chimpanzee,0.12395286812264616
505,Chimpanzee,0.1075441100470948
506,Chimpanzee,0.09304894689781615
507,Chimpanzee,0.3145749043138056
508,Chimpanzee,0.294408689519957
509,Chimpanzee,0.27470229576729005
510,Chimpanzee,0.25526052387785003
511,Chimpanzee,0.23606091480537283
512,Chimpanzee,0.21717698716765155
513,Chimpanzee,0.19840211444256836
514,Chimpanzee,0.17950344236842256
515,Chimpanzee,0.16045305095366177
516,Chimpanzee,0.14181770733686563
517,Chimpanzee,0.12395286812264616
518,Chimpanzee,0.1075441100470948
519,Chimpanzee,0.09304894689781615
520,Chimpanzee,0.33555979949077197
521,Chimpanzee,0.3156442636340557
522,Chimpanzee,0.2959392379904887
523,Chimpanzee,0.276276892540857
524,Chimpanzee,0.2566889314955582
525,Chimpanzee,0.23730034554196713
526,Chimpanzee,0.2179362091676472
527,Chimpanzee,0.1983918813269306
528,Chimpanzee,0.17865326780096136
529,Chimpanzee,0.1593131622460062
530,Chimpanzee,0.1407424623764114
531,Chimpanzee,0.12364774116086628
532,Chimpanzee,0.1085004963615824
533,Chimpanzee,0.33555979949077197
534,Chimpanzee,0.3156442636340557
535,Chimpanzee,0.2959392379904887
536,Chimpanzee,0.276276892540857
537,Chimpanzee,0.2566889314955582
538,Chimpanzee,0.23730034554196713
539,Chimpanzee,0.2179362091676472
540,Chimpanzee,0.1983918813269306
541,Chimpanzee,0.17865326780096136
542,Chimpanzee,0.1593131622460062
543,Chimpanzee,0.1407424623764114
544,Chimpanzee,0.12364774116086628
545,Chimpanzee,0.1085004963615824
546,Chimpanzee,0.33817875983256407
547,Chimpanzee,0.31907639499768925
548,Chimpanzee,0.3004211034170427
549,Chimpanzee,0.28176321002078
550,Chimpanzee,0.2629381840931313
551,Chimpanzee,0.24396140074418277
552,Chimpanzee,0.22431983371007247
553,Chimpanzee,0.2034354036561544
554,Chimpanzee,0.18119549183383535
555,Chimpanzee,0.15862060342727755
556,Chimpanzee,0.13635266252067982
557,Chimpanzee,0.11564806616609674
558,Chimpanzee,0.09734531789657552
559,Chimpanzee,0.33817875983256407
560,Chimpanzee,0.31907639499768925
561,Chimpanzee,0.3004211034170427
562,Chimpanzee,0.28176321002078
563,Chimpanzee,0.2629381840931313
564,Chimpanzee,0.24396140074418277
565,Chimpanzee,0.22431983371007247
566,Chimpanzee,0.2034354036561544
567,Chimpanzee,0.18119549183383535
568,Chimpanzee,0.15862060342727755
569,Chimpanzee,0.13635266252067982
570,Chimpanzee,0.11564806616609674
571,Chimpanzee,0.09734531789657552
572,Chimpanzee,0.3156166547968827
573,Chimpanzee,0.2960871745362442
574,Chimpanzee,0.2770789005695329
575,Chimpanzee,0.25822804471864486
576,Chimpanzee,0.23954202263328875
577,Chimpanzee,0.221219925319192
578,Chimpanzee,0.2029137357075286
579,Chimpanzee,0.18439580885601276
580,Chimpanzee,0.16564651081842288
581,Chimpanzee,0.14724754315638916
582,Chimpanzee,0.1295632789391621
583,Chimpanzee,0.11329203716361129
584,Chimpanzee,0.09889982101874087
585,Chimpanzee,0.31457514999061115
586,Chimpanzee,0.2944089975493311
587,Chimpanzee,0.2747026721181461
588,Chimpanzee,0.25526097548127985
589,Chimpanzee,0.2360614504736635
590,Chimpanzee,0.21717761753777992
591,Chimpanzee,0.19840285133465466
592,Chimpanzee,0.17950429868028722
593,Chimpanzee,0.16045404009304734
594,Chimpanzee,0.14181884353626642
595,Chimpanzee,0.12395416608941083
596,Chimpanzee,0.10754558497781996
597,Chimpanzee,0.09305061431431431
598,Chimpanzee,0.31457514999061115
599,Chimpanzee,0.2944089975493311
600,Chimpanzee,0.2747026721181461
601,Chimpanzee,0.25526097548127985
602,Chimpanzee,0.2360614504736635
603,Chimpanzee,0.21717761753777992
604,Chimpanzee,0.19840285133465466
605,Chimpanzee,0.17950429868028722
606,Chimpanzee,0.16045404009304734
607,Chimpanzee,0.14181884353626642
608,Chimpanzee,0.12395416608941083
609,Chimpanzee,0.10754558497781996
610,Chimpanzee,0.09305061431431431
611,Chimpanzee,0.3355601988384917
612,Chimpanzee,0.3156447344488923
613,Chimpanzee,0.29593978550429834
614,Chimpanzee,0.27627752322674126
615,Chimpanzee,0.2566896542573698
616,Chimpanzee,0.23730117163510653
617,Chimpanzee,0.21793715136213987
618,Chimpanzee,0.19839295376899838
619,Chimpanzee,0.17865448529055397
620,Chimpanzee,0.15931454066222836
621,Chimpanzee,0.14074401822237712
622,Chimpanzee,0.12364949161260941
623,Chimpanzee,0.10850245904258829
624,Chimpanzee,0.3355601988384917
625,Chimpanzee,0.3156447344488923
626,Chimpanzee,0.29593978550429834
627,Chimpanzee,0.27627752322674126
628,Chimpanzee,0.2566896542573698
629,Chimpanzee,0.23730117163510653
630,Chimpanzee,0.21793715136213987
631,Chimpanzee,0.19839295376899838
632,Chimpanzee,0.17865448529055397
633,Chimpanzee,0.15931454066222836
634,Chimpanzee,0.14074401822237712
635,Chimpanzee,0.12364949161260941
636,Chimpanzee,0.10850245904258829
637,Chimpanzee,0.3381791781039431
638,Chimpanzee,0.31907689748116985
639,Chimpanzee,0.30042169774725225
640,Chimpanzee,0.2817639060207474
641,Chimpanzee,0.2629389958485987
642,Chimpanzee,0.24396234640432418
643,Chimpanzee,0.2243209339920647
644,Chimpanzee,0.20343668151166638
645,Chimpanzee,0.18119697125050507
646,Chimpanzee,0.15862230993818313
647,Chimpanzee,0.13635462252178376
648,Chimpanzee,0.11565030664349063
649,Chimpanzee,0.09734786622669553
650,Chimpanzee,0.3381791781039431
651,Chimpanzee,0.31907689748116985
652,Chimpanzee,0.30042169774725225
653,Chimpanzee,0.2817639060207474
654,Chimpanzee,0.2629389958485987
655,Chimpanzee,0.24396234640432418
656,Chimpanzee,0.2243209339920647
657,Chimpanzee,0.20343668151166638
658,Chimpanzee,0.18119697125050507
659,Chimpanzee,0.15862230993818313
660,Chimpanzee,0.13635462252178376
661,Chimpanzee,0.11565030664349063
662,Chimpanzee,0.09734786622669553
663,Chimpanzee,0.31561706166269365
664,Chimpanzee,0.2960876717170375
665,Chimpanzee,0.27707949648360636
666,Chimpanzee,0.25822875032912873
667,Chimpanzee,0.23954285387007618
668,Chimpanzee,0.22122090288715213
669,Chimpanzee,0.20291488317851764
670,Chimpanzee,0.18439715124723904
671,Chimpanzee,0.16564807378290078
672,Chimpanzee,0.147249353330222
673,Chimpanzee,0.1295653635148862
674,Chimpanzee,0.11329442380054279
675,Chimpanzee,0.0989025376857926
676,Chimpanzee,0.31457555558308886
677,Chimpanzee,0.294409506080532
678,Chimpanzee,0.274703293442297
679,Chimpanzee,0.2552617210409742
680,Chimpanzee,0.23606233481718647
681,Chimpanzee,0.21717865822597543
682,Chimpanzee,0.19840406788137085
683,Chimpanzee,0.17950571237875235
684,Chimpanzee,0.1604556730782845
685,Chimpanzee,0.14182071930489837
686,Chimpanzee,0.12395630892189415
687,Chimpanzee,0.10754801996245465
688,Chimpanzee,0.0930533670762443
689,Chimpanzee,0.31457555558308886
690,Chimpanzee,0.294409506080532
691,Chimpanzee,0.274703293442297
692,Chimpanzee,0.2552617210409742
693,Chimpanzee,0.23606233481718647
694,Chimpanzee,0.21717865822597543
695,Chimpanzee,0.19840406788137085
696,Chimpanzee,0.17950571237875235
697,Chimpanzee,0.1604556730782845
698,Chimpanzee,0.14182071930489837
699,Chimpanzee,0.12395630892189415
700,Chimpanzee,0.10754801996245465
701,Chimpanzee,0.0930533670762443
702,Chimpanzee,0.3355608582022575
703,Chimpanzee,0.3156455118119463
704,Chimpanzee,0.2959406895050778
705,Chimpanzee,0.2762785645528907
706,Chimpanzee,0.2566908476100677
707,Chimpanzee,0.2373025355980072
708,Chimpanzee,0.217938707020039
709,Chimpanzee,0.1983947244785305
710,Chimpanzee,0.1786564954879217
711,Chimpanzee,0.1593168165654092
712,Chimpanzee,0.1407465870796146
713,Chimpanzee,0.12365238178323362
714,Chimpanzee,0.10850569962468934
715,Chimpanzee,0.3355608582022575
716,Chimpanzee,0.3156455118119463
717,Chimpanzee,0.2959406895050778
718,Chimpanzee,0.2762785645528907
719,Chimpanzee,0.2566908476100677
720,Chimpanzee,0.2373025355980072
721,Chimpanzee,0.217938707020039
722,Chimpanzee,0.1983947244785305
723,Chimpanzee,0.1786564954879217
724,Chimpanzee,0.1593168165654092
725,Chimpanzee,0.1407465870796146
726,Chimpanzee,0.12365238178323362
727,Chimpanzee,0.10850569962468934
728,Chimpanzee,0.3603132561130054
729,Chimpanzee,0.3392010593298431
730,Chimpanzee,0.31825401556009414
731,Chimpanzee,0.2973101252040749
732,Chimpanzee,0.27642315923794575
733,Chimpanzee,0.25574100339020095
734,Chimpanzee,0.23509461967417675
735,Chimpanzee,0.21428225528726041
736,Chimpanzee,0.1932937335975247
